Gene	WT-1_Read_Count	WT-2_Read_Count	Toluene-1_Read_Count	Toluene-2_Read_Count
LOC18783618	992	1173	694	1275
LOC18783697	235	226	247	346
LOC18783703	451	523	393	413
LOC18783751	179	194	135	140
LOC18783840	125	134	87	141
LOC18784027	7361	9093	2496	3652
LOC18784163	138	189	246	236
LOC18784249	3407	4126	3710	5296
LOC18784309	443	542	147	271
LOC18784736	177	170	109	170
LOC18784738	21665	27967	24571	32266
LOC18784795	323	506	306	440
LOC18784823	3803	4881	4320	5351
LOC18785082	13074	15374	7860	8215
LOC18785236	859	1111	1231	1261
LOC18785303	540	719	512	749
LOC18785439	1	5	3	0
LOC18785443	81	75	15	77
LOC18785555	656	688	560	855
LOC18786266	164	185	187	226
LOC18786425	83	93	21	28
LOC18786850	7	18	7	7
LOC18787095	51	26	33	30
LOC18787147	649	882	606	810
LOC18787356	931	1095	845	1256
LOC18787480	585	668	408	600
LOC18787595	64	107	49	100
LOC18788015	1030	1199	743	1049
LOC18788016	3033	3534	1474	2533
LOC18788568	283	350	194	291
LOC18788612	2229	2791	1537	2305
LOC18788626	1740	2102	1510	2374
LOC18788717	151	245	188	182
LOC18788778	429	518	312	504
LOC18788819	35	33	16	29
LOC18789023	769	1004	631	1030
LOC18789134	1320	1502	887	1571
LOC18789199	449	503	612	738
LOC18789211	30	38	5	6
LOC18789277	318	428	333	372
LOC18789316	343	377	292	365
LOC18789391	0	0	0	0
LOC18789411	1438	1829	835	1189
LOC18789467	789	959	685	910
LOC18789577	659	816	483	658
LOC18789594	3	1	7	4
LOC18789649	18	22	3	32
LOC18789662	200	221	199	207
LOC18789681	4301	5293	4136	6045
LOC18789916	0	1	0	3
LOC18789946	10	9	8	8
LOC18790050	721	978	719	810
LOC18790266	1270	1627	624	876
LOC18790763	831	1050	914	1211
LOC18790953	603	697	493	885
LOC18791144	37	52	24	57
LOC18791436	30	33	10	29
LOC18791483	7093	9259	144	325
LOC18791689	1873	2470	1319	1939
LOC18791722	1138	1484	1149	1456
LOC18791733	1697	1994	2321	2390
LOC18791867	312	447	259	323
LOC18791917	353	392	497	449
LOC18791925	238	285	168	307
LOC18792063	594	661	454	713
LOC18792109	1209	1426	1013	1640
LOC18792115	25	33	16	19
LOC18792145	186	216	138	279
LOC18792174	12	16	21	42
LOC18792220	5299	6679	6436	6602
LOC18792617	147	168	102	197
LOC18792737	3	1	2	6
LOC18792804	1038	1273	775	1191
LOC18792894	372	479	300	494
LOC18792956	8	4	3	2
LOC18793349	398	464	396	527
LOC18793493	2990	3641	1626	2530
LOC18793581	140	173	180	196
LOC18793673	521	789	839	990
LOC18793863	770	919	831	1078
LOC18793903	1724	2047	1098	1486
LOC18794058	694	938	760	1166
LOC400927-CSNK1E	2	0	0	0
LOC408516	0	0	11	33
LOC408851	0	0	0	5
LOC4329493	2	5	0	1
LOC4331949	1410	1615	1090	1719
LOC4332479	110	130	137	143
LOC4338517	6711	8645	9538	8665
LOC4338605	26	48	11	18
LOC4339652	567	686	543	440
LOC4341273	2	6	19	21
LOC4345685	0	1	2	0
LOC4351429	132	198	206	258
LOC440292	1	0	0	0
LOC461780	368	0	3	0
LOC463255	7	0	0	0
LOC465940	4	0	0	0
LOC472414	11	0	0	0
LOC547534	15642	19968	14886	22497
LOC552741	0	0	12	15
LOC5578196	0	0	2	2
LOC653303	4	0	0	0
LOC653503	5	0	0	0
LOC692926	0	0	2	4
LOC729218	7	0	0	0
LOC729966	6	0	0	0
LOC739070	12	0	0	0
LOC740949	6	0	0	0
LOC743278	7	0	0	0
LOC8054920	3	6	4	1
LOC8060905	734	1018	759	722
LOC8063786	1	3	3	0
LOC8065145	1936	2512	1892	2791
LOC8068085	1458	2031	2114	2316
LOC8073287	488	595	380	560
LOC8073452	0	0	0	0
LOC8080001	86	128	105	152
LOC8082574	964	1271	399	522
LOC8082594	111	108	115	146
LOC8258379	546	747	340	365
LOC8258432	2100	2385	2212	2418
LOC8258469	1094	1346	494	888
LOC8258540	335	369	236	446
LOC8258598	9	7	22	29
LOC8258815	102	143	341	323
LOC8258890	371	482	208	423
LOC8259063	1763	2162	1332	2389
LOC8259401	159	205	392	486
LOC8259566	493	640	469	675
LOC8259824	564	579	300	395
LOC8259863	1273	1410	963	1259
LOC8259864	757	1046	844	887
LOC8259927	49	80	23	56
LOC8259961	1034	1378	1150	1728
LOC8260284	202	212	129	233
LOC8260300	452	613	619	708
LOC8260358	124	154	89	129
LOC8260398	2031	2413	1341	1907
LOC8261481	1039	1254	1260	1498
LOC8261607	3789	4757	3436	4193
LOC8261862	3483	4395	1943	2990
LOC8261872	742	813	530	846
LOC8261898	116	153	122	138
LOC8262024	1654	2081	1619	1968
LOC8262025	0	0	0	0
LOC8262071	171	234	191	252
LOC8262388	1531	1776	846	1201
LOC8262610	1353	1645	740	1292
LOC8262717	1173	1487	935	1204
LOC8262762	63	27	29	73
LOC8262789	760	936	418	548
LOC8262873	1537	1815	944	1527
LOC8262989	7	2	4	5
LOC8263129	121	215	126	193
LOC8263332	541	823	750	653
LOC8263400	4	2	2	1
LOC8263409	13	27	6	8
LOC8263433	266	317	288	380
LOC8263458	13	21	10	24
LOC8263613	39	57	34	57
LOC8263739	336	443	334	426
LOC8263918	67	67	29	49
LOC8264044	690	788	702	795
LOC8264152	0	0	0	1
LOC8264657	91	144	126	181
LOC8264685	1542	1877	1705	2090
LOC8264794	715	949	521	734
LOC8264871	172	208	123	213
LOC8265273	269	455	270	387
LOC8265710	541	663	777	895
LOC8265793	16	10	13	19
LOC8265927	1006	1249	937	1359
LOC8266335	504	657	417	542
LOC8266396	3341	3981	2895	3402
LOC8266438	41	62	29	63
LOC8266472	0	0	2	0
LOC8266656	252	348	297	360
LOC8266782	0	2	0	6
LOC8267090	1	0	3	0
LOC8267094	94	112	100	130
LOC8267116	785	1044	385	570
LOC8267118	1678	1837	810	1453
LOC8267324	432	473	264	441
LOC8267403	71	80	32	24
LOC8267404	9	12	14	21
LOC8267512	165	209	126	252
LOC8267534	5	3	0	2
LOC8267568	1	0	4	2
LOC8267873	1386	1663	3515	3103
LOC8267954	3559	4633	2550	3327
LOC8267955	496	592	437	555
LOC8267993	103	109	248	252
LOC8268034	446	531	337	519
LOC8268150	931	1161	906	1204
LOC8268152	524	637	549	948
LOC8268217	6384	8028	1987	2740
LOC8268345	14	6	2	0
LOC8268388	86	136	55	62
LOC8268392	20	40	33	32
LOC8268399	47	65	27	31
LOC8268416	604	778	244	388
LOC8268535	10	12	23	29
LOC8268736	80	104	129	178
LOC8268779	296	434	302	369
LOC8269032	10	28	7	21
LOC8269047	13	10	14	18
LOC8269056	1857	2163	916	1172
LOC8269111	24	29	100	87
LOC8269146	592	723	375	442
LOC8269190	42	47	27	40
LOC8269518	185	248	59	83
LOC8269563	0	0	0	0
LOC8269619	2	0	5	10
LOC8269668	282	320	227	357
LOC8269821	36	36	43	33
LOC8269990	339	400	335	435
LOC8270023	50	50	72	72
LOC8270362	81	92	38	89
LOC8270637	4	2	0	6
LOC8270656	908	1067	1064	1209
LOC8270804	475	559	375	486
LOC8271323	5	4	0	1
LOC8271491	40	48	21	38
LOC8271725	127	139	169	223
LOC8271755	145	216	119	147
LOC8271807	4	12	19	26
LOC8271834	3	1	2	0
LOC8271870	620	722	482	633
LOC8272168	3	10	0	6
LOC8272281	1	0	2	4
LOC8272331	2680	3478	2660	2894
LOC8272469	684	810	416	633
LOC8272513	2368	2993	1910	2416
LOC8272524	9	16	20	7
LOC8272534	1	6	2	3
LOC8272544	160	247	287	350
LOC8272612	481	546	557	723
LOC8272646	720	937	453	838
LOC8272742	4	4	0	0
LOC8273121	2120	2604	1264	2118
LOC8273645	0	2	0	0
LOC8273655	17	24	7	2
LOC8273702	24	40	22	38
LOC8273762	17	10	1	6
LOC8273763	52	117	73	85
LOC8274095	947	1128	884	1167
LOC8274308	203	200	179	241
LOC8274447	16	14	11	16
LOC8274523	111	160	138	153
LOC8274668	1503	1795	1962	2584
LOC8274669	118	130	246	270
LOC8274704	16	25	40	34
LOC8274725	1140	1502	1285	1569
LOC8274891	5	5	4	4
LOC8274991	451	481	421	543
LOC8275186	416	498	234	372
LOC8275196	258	385	236	284
LOC8275341	4	1	0	1
LOC8275344	303	416	245	435
LOC8275566	3132	3661	2798	3886
LOC8275709	38	35	17	35
LOC8275805	2291	2943	3582	4234
LOC8275833	998	1277	961	1310
LOC8275915	215	255	179	307
LOC8276056	1499	2083	1466	1670
LOC8276124	409	528	377	475
LOC8276159	4147	5622	6602	7864
LOC8276618	95	95	73	106
LOC8276626	698	865	411	634
LOC8276916	0	2	1	4
LOC8277053	1223	1531	703	1238
LOC8277090	8	0	4	8
LOC8277230	128	170	98	159
LOC8277232	2449	2801	1648	2450
LOC8277352	655	844	590	922
LOC8277368	14	15	2	11
LOC8277493	238	299	245	331
LOC8277562	180	259	215	245
LOC8277641	10	7	6	14
LOC8277661	899	1118	503	936
LOC8277713	2025	2530	1920	2425
LOC8277993	279	366	524	798
LOC8278267	0	0	0	0
LOC8278270	85	90	105	139
LOC8278406	0	5	0	7
LOC8278506	326	351	146	257
LOC8278513	740	975	476	928
LOC8278593	17	21	8	26
LOC8278607	1710	2150	1218	1574
LOC8278724	927	1202	812	1122
LOC8278755	121	142	157	161
LOC8278862	1371	1685	740	1138
LOC8279116	567	633	348	499
LOC8279164	180	206	148	254
LOC8279472	2749	3213	1857	3361
LOC8279493	166	179	199	331
LOC8279579	2521	2995	976	1774
LOC8279612	8	21	9	18
LOC8279805	2128	2476	1412	1875
LOC8280240	1452	1830	1214	1473
LOC8280313	0	0	0	2
LOC8280351	8	10	2	2
LOC8280449	64	69	40	64
LOC8280534	7	11	9	3
LOC8280540	21	14	17	19
LOC8280565	106	133	77	94
LOC8280661	4	4	0	10
LOC8280864	29	30	71	79
LOC8280964	328	407	574	953
LOC8281052	495	678	602	585
LOC8281319	204	260	129	234
LOC8281323	1525	1982	995	1603
LOC8281442	5	11	2	4
LOC8281453	1533	1956	545	795
LOC8281741	680	878	760	1037
LOC8281748	5	5	5	4
LOC8281775	2643	3322	2513	3088
LOC8281780	660	789	422	672
LOC8281781	361	430	290	435
LOC8281814	72	79	67	80
LOC8282148	772	843	446	759
LOC8282453	185	192	149	226
LOC8282457	2262	2830	1849	2132
LOC8282688	4	2	3	3
LOC8282879	167	163	140	194
LOC8283158	363	396	387	529
LOC8283169	9120	11319	9266	12121
LOC8283649	3	4	2	3
LOC8283808	417	509	623	663
LOC8284095	134	119	112	130
LOC8284365	60	94	74	56
LOC8284432	587	774	464	569
LOC8284686	3	7	6	13
LOC8284721	4	1	3	4
LOC8284838	207	245	35	117
LOC8285038	376	494	278	431
LOC8285327	395	480	462	700
LOC8285454	0	0	1	1
LOC8285858	299	432	338	369
LOC8286229	1149	1379	593	836
LOC8286618	798	1032	681	849
LOC8286653	2662	3314	3290	4180
LOC8286696	92	150	99	147
LOC8286863	34	49	79	111
LOC8286884	954	1234	861	1086
LOC8287006	10795	13948	13610	13464
LOC8287123	6	7	4	12
LOC8287397	277	339	193	272
LOC8287727	28	31	22	54
LOC8287746	712	879	691	1110
LOC8287932	8	3	0	3
LOC8287940	3	6	2	5
LOC8288331	301	367	289	339
LOC8288369	1571	2020	1180	1758
LOC8288381	60	57	71	103
LOC8288408	3223	4155	2384	3233
LOC8288412	273	335	217	277
LOC8288447	890	1061	498	751
LOC8288462	7110	8564	5463	5635
LOC8288515	279	377	305	360
LOC8288684	1033	1305	833	1232
LOC8288815	237	341	317	429
LOC8288858	734	781	460	558
LOC8288925	415	549	238	469
LOC8289124	3	7	6	8
LOC8289126	3319	3797	1223	1660
LOC8289520	1730	1969	1391	2138
LOC8289524	14	15	10	12
LOC8289678	1520	2019	1813	2364
LOC8289748	153	157	96	202
LOC9266412	1143	1578	1190	1385
LOC9268032	1843	2212	1087	1953
LOC9271539	2	2	0	0
LOC9299562	1031	1215	845	945
LOC9304049	18	28	18	24
LOC9304599	4451	5146	1372	2318
LOC9304775	114	135	41	94
LOC9304922	791	911	1157	1481
LOC9305226	115	129	138	171
LOC9310726	411	482	427	564
LOC9311544	9	17	5	9
LOC9314481	0	1	0	0
LOC9315235	392	460	353	444
LOC9316233	2	4	4	16
LOC9318365	2	11	3	0
LOC9319053	0	0	0	0
LOC9323750	1	1	0	0
LOC9325739	9295	11623	12362	14885
LOC9326093	4	6	1	7
LOC9328800	5	1	2	1
LOG8	893	1088	778	953
LONP1	8	0	0	3
LPAT2	1	0	0	3
LPCAT1	4	0	0	0
LPCAT3	9	0	0	0
LPIN3	2	0	0	0
LRCH4	2	0	0	0
LRG1	6	0	0	0
LRP1	39	2	0	0
LRP10	4	0	0	0
LRP5	6	0	0	0
LRPPRC	19	0	0	0
LRRC14	4	0	0	0
LRRC26	6	0	0	1
LRRC41	1	0	0	0
LRRC42	2	0	0	0
LRRC47	6	0	0	0
LRRC59	4	0	0	0
LRRC75A-AS1	9	0	0	0
LRRK1	2	0	0	0
LRRN2	3	0	0	0
LSG1	5	0	0	0
LSM3	7	0	0	0
LSM7	18	0	0	0
LSP1	0	0	0	0
LSR	60	1	0	0
LSU-alpha	0	0	1	3
LTB	5	0	0	0
LTBP4	26	0	0	0
LTF	0	0	0	0
LTP	7886	9675	11521	16042
LXN	6	0	0	1
LYCE	2985	3904	1773	2825
LYPD8	3	0	0	0
LYPLA2	39	0	0	4
LYZ	2	0	0	0
LZTR1	4	0	0	0
LZTS2	13	0	2	0
Lactb2	1	0	0	0
Lamp1	9	3	3	2
Lamtor1	0	0	0	0
Laptm4a	2	0	0	0
Lcat	15	4	4	0
Ldha	9	5	4	3
Lgals9	16	5	0	5
Lipa	1	0	1	1
Lonp1	6	0	4	0
Lonp2	2	2	0	0
Lpcat3	5	1	0	0
Lpin1	15	2	8	3
Lpin2	1	0	1	0
Lrg1	42	9	10	4
Lrp1	27	2	10	2
Lrrc32	0	0	1	0
Lsr	2	0	0	0
Ly6e	8	1	1	0
Lypla1	0	0	1	0
Lys-Asp-Glu-Leu	1	0	0	0
MA2-D04-M13F	11	6	33	52
MACROD1	5	0	0	0
MADD	4	0	0	0
MADS15	30	42	13	34
MAEA	4	0	0	0
MAF1	31	0	0	0
MAL2	20	0	0	0
MALAT1	24	2	0	0
MAMDC4	15	0	0	0
MAN1	343	396	302	481
MAN1B1	12	0	0	0
MAN2B1	19	0	0	0
MAN2B2	4	0	0	0
MANF	14	0	0	2
MAOA	29	0	0	0
MAP1LC3A	3	0	0	0
MAP1S	4	1	0	0
MAP2K2	58	0	1	0
MAP2K3	4	0	0	0
MAP2K5	1	0	0	0
MAP2K6	3	0	0	0
MAP3K	3	6	0	1
MAP3K11	14	0	0	0
MAP3K3	5	0	0	0
MAP4	9	0	0	0
MAPK14	5	0	0	0
MAPK3	6	0	0	0
MAPK8IP3	8	0	0	0
MAPKAP1	7	0	0	0
MAPKAPK2	9	0	0	0
MAPKAPK5-AS1	4	0	0	0
MAPRE1	5	0	0	0
MARCH5	5	0	0	0
MARCH8	6	0	0	0
MARCH9	3	0	0	0
MARK3	3	0	0	0
MARS	9	1	0	0
MARVELD1	10	0	0	0
MARVELD2	3	0	0	0
MAST3	7	0	0	0
MAT2A	26	1	0	0
MAVS	6	0	0	0
MAX	5	0	0	0
MBD2	8	0	0	0
MBNL1	12	0	0	0
MBOAT1	3	0	0	0
MBP	0	3	0	0
MBTPS1	10	0	2	0
MCL1	22	0	0	0
MCM3	1	0	0	0
MCM3AP	4	0	0	0
MCRIP1	5	0	0	0
MCRIP2	34	2	0	3
MCU	2	0	0	0
MDH	1	0	6	3
MDK	12	0	0	0
MDM2	9	0	0	0
MED15	12	0	0	0
MEG8	7	0	0	0
MELTF	0	0	1	0
MEP1A	6	0	0	0
MEPCE	4	0	0	0
MET1	293	363	150	271
METAP2	3	0	0	0
METRNL	12	0	0	0
METTL17	13	0	0	0
METTL23	2	0	0	0
METTL26	5	0	0	0
METTL3	3	0	0	0
METTL7A	16	0	0	2
MFGE8	3	0	0	0
MFI2	4	0	0	0
MFN2	8	0	0	0
MFSD13A	17	0	0	0
MFSD3	3	0	0	0
MGAT1	1	0	0	0
MGAT3	4	0	0	0
MGAT5	11	0	0	0
MGC82136	0	0	0	2
MGMT	2	0	0	0
MGST2	23	0	0	0
MGST3	29	0	0	0
MICAL1	9	4	0	0
MICAL2	12	0	0	0
MIDN	33	0	0	0
MIEN1	19	0	1	0
MIF	34	0	5	1
MIF4GD	5	0	0	0
MIGA2	3	0	0	0
MIHB	6	0	0	0
MINK1	10	0	0	0
MIOX4	11	12	0	4
MIR200CHG	2	0	0	0
MISP	99	0	0	2
MKRN1	10	0	0	0
MLC1	0	2	0	0
MLF2	25	0	0	0
MLLT4	3	0	0	0
MLLT6	16	0	0	0
MLPH	22	0	2	0
MLX	9	0	0	0
MLXIP	29	0	0	0
MLXIPL	7	0	0	0
MLYCD	3	0	0	0
MMAB	9	0	0	0
MMP14	13	0	0	0
MMP15	37	2	0	0
MMP24-AS1-EDEM2	2	0	0	0
MMP24OS	4	0	0	0
MMS19	9	0	0	0
MO	121	118	106	142
MOAP1	2	0	0	0
MOB3A	12	0	0	0
MOB3B	6	0	0	0
MOB3C	6	0	0	0
MOCS2	3	0	0	0
MOGAT2	5	0	0	0
MOGAT3	3	0	0	0
MOGS	14	0	0	0
MORF4L1	6	0	0	0
MPC1	6	0	0	0
MPC2	2	0	0	0
MPEG1	14	0	0	0
MPND	7	0	0	0
MPRIP	15	0	0	0
MPST	44	0	0	0
MRC2	2	0	0	0
MRFAP1	11	1	0	0
MRFAP1L1	2	0	0	0
MRGPRF	8	0	0	0
MRPL1	7	0	0	0
MRPL12	37	0	0	1
MRPL14	11	0	0	0
MRPL17	12	0	0	0
MRPL18	4	0	0	0
MRPL19	5	0	0	0
MRPL20	13	0	0	0
MRPL23	12	0	1	0
MRPL24	13	0	0	0
MRPL27	23	0	0	0
MRPL28	11	0	0	0
MRPL33	1	0	0	0
MRPL34	2	0	0	0
MRPL36	1	0	0	0
MRPL38	22	0	0	0
MRPL4	20	0	0	0
MRPL40	4	2	0	0
MRPL41	35	0	0	0
MRPL47	7	0	0	0
MRPL51	11	1	0	0
MRPL52	15	0	0	0
MRPL53	4	0	0	0
MRPL54	17	2	0	0
MRPS11	0	0	0	0
MRPS12	6	0	0	0
MRPS18A	12	0	0	0
MRPS2	2	0	0	0
MRPS25	6	0	0	0
MRPS33	12	0	0	0
MRPS35	5	0	0	0
MRPS5	25	0	4	2
MRPS9	7	0	0	0
MSMO1	7	0	0	0
MSN	7	1	0	0
MSRB1	4	0	0	0
MST1R	3	0	0	0
MT1E	26	0	0	0
MT2	106401	131968	165961	158893
MTA2	7	0	0	0
MTCH1	18	1	1	0
MTCH2	4	0	0	1
MTFP1	11	0	0	0
MTG1	2	0	0	0
MTHFD1	1	1	0	0
MTIF3	2	0	0	0
MTMR14	7	0	0	0
MTMR4	8	0	0	0
MTOR	8	0	0	0
MTP11	6489	7560	2673	4208
MTRF1L	4	0	0	0
MTUS1	12	0	0	0
MUC12	650	2	2	0
MUC13	79	0	1	2
MUC17	4	0	0	0
MUC2	525	6	13	6
MUC20	49	0	0	0
MUC4	398	378	96	290
MUC5B	81	0	0	3
MUS81	6	0	0	0
MVB12A	4	0	0	2
MVD	9	0	0	0
MXD1	4	0	0	0
MYB	8	0	0	0
MYB12	17	27	19	28
MYB24	55	66	83	73
MYB30	970	1276	655	1075
MYB93	0	0	0	6
MYBBP1A	18	0	0	0
MYBL2	2	0	0	0
MYBPC1	0	1	0	0
MYBPC2	0	1	1	0
MYBR3	784	1003	916	925
MYC2	6996	8560	2845	4315
MYCL	7	0	0	0
MYD88	4	0	0	0
MYDGF	17	0	1	1
MYH1	4	4	9	4
MYH11	0	0	0	0
MYH14	58	0	0	0
MYH2	4	0	0	2
MYH4	0	0	0	0
MYH7	1	1	0	0
MYH9	16	5	3	0
MYL12B	84	0	0	1
MYL6	249	2	10	2
MYL9	132	0	0	1
MYLK	5	0	0	0
MYO15B	29	0	0	0
MYO1A	25	0	0	0
MYO1C	13	0	0	0
MYO1D	7	0	2	0
MYO1F	5	0	0	0
MYO7B	29	0	0	0
MYOZ1	6	1	1	0
MZB1	21	0	0	0
MZT2B	49	2	0	0
Maged1	0	1	0	0
Man1a	6	0	0	0
Marc1	4	4	7	1
Marc2	5	2	1	2
March5	0	1	1	0
Masp2	8	1	0	0
Mat1a	64	11	33	8
Mbd1	1	0	3	0
Mbl2	2	1	0	0
Mcl	0	2	3	1
Mcl1	3	0	0	0
Mcrip1	3	0	0	0
Mettl26	3	0	0	0
Mettl7b	21	9	14	0
Mfn2	5	0	0	0
Mfsd2a	2	0	0	0
MgBmh1	0	0	44	24
MgBmh2	5	6	14	14
Mgam	2	0	0	0
Mgll	1	2	0	0
Mgst1	86	15	19	5
Mia2	1	2	0	0
Mknk2	9	3	4	6
Mlxipl	6	3	7	3
Mlycd	2	0	0	0
Mocs1	0	0	0	0
Mocs2	1	0	2	0
Mpc1	2	0	0	0
Mpc1-ps	3	0	1	0
Mpeg1	0	0	1	0
Mprip	2	0	0	0
Mrfap1	0	2	0	0
Mrpl24	2	0	0	0
Mrps7	2	0	0	0
Msrb1	9	2	1	0
Mtch1	0	1	1	1
Mtch2	0	0	0	0
Mtmr10	4	0	0	0
Mtss1	6	0	0	0
Mttp	2	0	1	0
Mtx1	0	0	1	0
Mug1	118	17	33	5
Mug2	3	2	1	2
Myl12b	0	0	0	0
N-acetyl	24	2	0	0
N-acetyl-beta-glucosaminyl	92	107	41	72
NAAA	2	0	0	0
NAC1	4	7	44	67
NAC12	7	9	26	22
NAC2	276	307	473	476
NAC3	59	81	107	105
NACA	98	0	0	0
NACC1	3	0	0	0
NAD	2	0	0	0
NAD-MDH	9087	10329	10478	10947
NAD-SDH	0	0	0	0
NADK	3	0	1	0
NADPH	0	0	3	7
NAGLU	0	1	0	0
NANS	44	5	0	0
NAP1L1	0	0	0	0
NAP1L4	9	0	0	0
NAPA	23	0	1	0
NASP	11	0	0	0
NAV2	2	1	0	0
NBEAL2	5	0	0	0
NBR1	5	0	0	0
NCED	2357	2930	160	264
NCF4	5	0	0	0
NCLN	9	0	0	0
NCOR1	12	0	0	0
NCOR2	4	0	0	0
NCSTN	2	0	0	0
NCU01824	1	0	0	0
NCU02781	0	0	0	1
ND6	0	0	4	1
NDRG1	25	0	0	0
NDRG2	6	0	0	0
NDUFA1	33	0	0	0
NDUFA10	16	0	0	0
NDUFA11	35	0	1	0
NDUFA12	11	0	0	0
NDUFA2	17	0	0	0
NDUFA3	22	1	0	0
NDUFA4	19	0	0	0
NDUFA7	26	0	0	4
NDUFA8	11	0	1	0
NDUFAB1	8	0	0	0
NDUFB1	19	0	0	0
NDUFB10	39	0	0	0
NDUFB11	47	0	0	0
NDUFB3	15	0	0	0
NDUFB4	12	0	0	0
NDUFB5	7	0	0	1
NDUFB6	14	0	0	0
NDUFB7	50	0	1	0
NDUFC1	9	0	0	0
NDUFS3	33	0	0	0
NDUFS5	43	0	1	0
NDUFS7	7	2	0	5
NDUFS8	24	0	0	0
NDUFV1	57	0	1	0
NDUFV2	17	1	0	0
NEAT1	119	1	1	1
NEB	0	0	0	0
NECAP2	5	0	0	0
NEDD4L	3	0	0	0
NEDD8	23	2	0	0
NEDD9	2	0	0	0
NEF1	743	859	484	941
NEK4	12	0	3	0
NEK9	8	0	0	0
NEO1	3	0	0	0
NES1	2	1	3	4
NET1	5	0	0	0
NEU4	7	0	0	0
NEURL1	2	0	0	0
NFATC3	4	0	0	0
NFE2L1	24	0	0	0
NFIA	4	0	0	0
NFIC	3	0	0	0
NFKB2	5	0	0	0
NFKBIA	4	4	0	0
NFS1	2	0	0	0
NFU1	3	0	0	0
NGRN	0	0	0	0
NHA2	58	92	42	66
NHP2	14	0	0	0
NHX	98	122	55	108
NHX2	56	40	38	44
NIPAL2	5	0	0	0
NIPAL3	4	0	0	0
NIPSNAP1	4	0	0	0
NIT2	10	0	0	0
NJAC	14	0	0	0
NKIRAS2	6	0	0	0
NLRC5	4	0	0	0
NMD3	2	0	0	0
NME2	54	2	3	0
NME3	12	0	0	0
NME7	8	0	0	0
NMRAL1	2	0	0	0
NMT1	6	0	0	0
NNMT	2	0	0	0
NNT	4	0	0	0
NOC4L	2	0	0	0
NOD9	7	0	0	0
NOL8	3	0	0	0
NOLC1	1	0	0	0
NOP10	10	0	0	0
NOP53	69	0	0	0
NOP56	7	0	0	0
NORAD	14	0	0	0
NOTCH1	6	0	0	0
NOXA1	5	0	0	0
NPC2	42	1	0	0
NPDC1	44	2	0	1
NPIPB12	26	0	0	0
NPIPB14P	2	0	0	0
NPIPB15	5	0	0	0
NPIPB3	1	0	0	0
NPM1	0	1	0	0
NPRL2	7	0	0	0
NR1H3	3	0	0	0
NR2C2AP	4	0	0	0
NR4A1	89	0	0	1
NR4A2	4	0	0	0
NRARP	12	0	0	0
NRBP1	11	0	0	0
NRDC	12	0	0	0
NRIP1	0	0	0	0
NRT	1	0	0	1
NRT1-2	4714	6446	7256	10725
NSMCE1	15	0	0	0
NT5C	17	0	0	2
NTHL1	3	0	0	0
NTPCR	7	0	0	0
NTRK2	0	3	0	0
NUB1L	14	0	0	0
NUCB1	30	1	0	0
NUCKS1	4	1	0	0
NUDC	19	0	0	2
NUDCD3	6	0	0	0
NUDT16L1	2	0	0	0
NUDT2	15	0	0	4
NUDT8	7	0	0	3
NUMA1	3	0	0	0
NUMBL	5	0	0	0
NUP133	4	0	0	0
NUP205	1	0	0	0
NUP214	7	0	0	0
NUP50	5	0	0	0
NUP98	2	0	0	0
NUPR1	97	0	0	0
NUTF2	6	0	0	0
NXF1	20	0	0	0
NXPE1	24	0	0	0
NXPE4	9	0	0	0
NXS	1081	1349	1115	1305
Nadk	5	2	1	2
Nat6	2	0	0	0
Nckap1	2	3	0	0
Ncl	0	0	0	0
Ncoa4	2	0	0	0
Ndrg2	21	7	11	3
Neat1	7	3	2	2
Necap2	1	1	0	0
Nedd4	0	0	0	0
Nelfcd	0	2	0	0
Nfrl	0	0	3	4
Nipsnap1	4	0	8	0
Nisch	0	0	0	0
Nlrp6	1	0	2	1
Npepps	2	0	0	0
Nr0b2	2	0	0	0
Nr1i3	2	0	0	0
Nr2f6	1	0	0	0
Nsp1	902	1081	1052	1473
Nucb1	3	0	2	0
Nudt4	0	0	0	0
Nudt7	10	0	0	1
OAF	24	0	0	0
OARD1	1	0	0	0
OAS1	3	0	0	0
OAZ1	95	4	2	1
OAZ2	3	0	0	0
OBP-1	23	0	0	0
OCEL1	11	0	0	0
OCIAD1	14	0	0	1
OCIAD2	2	0	0	0
OCLN	3	0	0	0
ODC1	14	0	0	0
ODF3B	4	0	0	0
OGFOD2	2	0	0	0
OGFR	8	0	0	0
OPA1	2	0	0	0
OPA3	7	0	0	0
ORF61	1	0	0	0
OS	121289	127370	115544	107283
OS9	59	2	8	0
OSBPL2	8	0	0	2
OSGEP	2	0	0	0
OST4	23	1	1	0
OSTC	6	0	0	0
OTUB1	10	0	0	0
OTUD5	6	0	0	0
Oat	9	0	2	0
Oaz1	2	3	1	1
Orm1	3	2	7	2
Os9	0	2	2	0
Osbpl8	2	0	0	0
Otc	7	6	1	0
P	14024	17318	10620	13328
P2RX4	7	0	0	0
P4hb	7	6	0	0
P5CDH	832	966	999	1317
P5CS	6433	7909	13527	18496
P5CS1	0	1	0	0
PA2G4	7	0	0	0
PACS2	11	0	0	0
PADI2	27	0	0	0
PAFAH1B1	5	0	0	0
PAFAH1B2	8	0	0	0
PAL	36	66	49	56
PAL1	25	37	12	16
PALc	34	38	38	50
PALd	1	0	0	0
PALf	419	488	575	813
PAM16	2	0	0	0
PANK1	1	0	0	0
PAO	6	2	0	1
