gene	contig_count	contigs	is_tf	annotation_column
c110210_g1_i1	1	c110210_g1_i1	0	KO_EUK
c110211_g1_i1	1	c110211_g1_i1	0	KO_EUK
c110211_g2_i1	1	c110211_g2_i1	0	KO_EUK
c110211_g3_i1	1	c110211_g3_i1	0	KO_EUK
c110211_g4_i2	1	c110211_g4_i2	0	KO_EUK
c110212_g1_i1	1	c110212_g1_i1	0	KO_EUK
c110213_g1_i3	1	c110213_g1_i3	0	KO_EUK
c110213_g2_i1	1	c110213_g2_i1	0	KO_EUK
c110214_g1_i2	1	c110214_g1_i2	0	KO_EUK
c110214_g2_i1	1	c110214_g2_i1	0	KO_EUK
c110215_g1_i3	1	c110215_g1_i3	0	KO_EUK
c110216_g1_i1	1	c110216_g1_i1	0	KO_EUK
c110216_g2_i1	1	c110216_g2_i1	0	KO_EUK
c110216_g5_i1	1	c110216_g5_i1	0	KO_EUK
c110216_g6_i1	1	c110216_g6_i1	0	KO_EUK
c110217_g1_i2	1	c110217_g1_i2	0	KO_EUK
c110217_g2_i1	1	c110217_g2_i1	0	KO_EUK
c110218_g1_i1	1	c110218_g1_i1	0	KO_EUK
c110218_g2_i1	1	c110218_g2_i1	0	KO_EUK
c110219_g1_i1	1	c110219_g1_i1	0	KO_EUK
c110219_g2_i2	1	c110219_g2_i2	0	KO_EUK
c110220_g1_i1	1	c110220_g1_i1	0	KO_EUK
c110221_g1_i2	1	c110221_g1_i2	0	KO_EUK
c110222_g1_i8	1	c110222_g1_i8	0	KO_EUK
c110222_g2_i2	1	c110222_g2_i2	0	KO_EUK
c110222_g3_i1	1	c110222_g3_i1	0	KO_EUK
c110222_g5_i1	1	c110222_g5_i1	0	KO_EUK
c110222_g7_i2	1	c110222_g7_i2	0	KO_EUK
c110222_g8_i3	1	c110222_g8_i3	0	KO_EUK
c110222_g9_i1	1	c110222_g9_i1	0	KO_EUK
c110223_g1_i1	1	c110223_g1_i1	0	KO_EUK
c110223_g2_i2	1	c110223_g2_i2	0	KO_EUK
c110223_g3_i3	1	c110223_g3_i3	0	KO_EUK
c110223_g4_i1	1	c110223_g4_i1	0	KO_EUK
c110224_g1_i1	1	c110224_g1_i1	0	KO_EUK
c110225_g1_i1	1	c110225_g1_i1	0	KO_EUK
c110226_g1_i1	1	c110226_g1_i1	0	KO_EUK
c110227_g1_i2	1	c110227_g1_i2	0	KO_EUK
c110227_g2_i1	1	c110227_g2_i1	0	KO_EUK
c110228_g1_i1	1	c110228_g1_i1	0	KO_EUK
c110229_g1_i4	1	c110229_g1_i4	0	KO_EUK
c110229_g2_i1	1	c110229_g2_i1	0	KO_EUK
c110229_g3_i1	1	c110229_g3_i1	0	KO_EUK
c110230_g1_i1	1	c110230_g1_i1	0	KO_EUK
c110231_g1_i1	1	c110231_g1_i1	0	KO_EUK
c110232_g1_i1	1	c110232_g1_i1	0	KO_EUK
c110233_g1_i2	1	c110233_g1_i2	0	KO_EUK
c110233_g2_i1	1	c110233_g2_i1	0	KO_EUK
c110233_g3_i4	1	c110233_g3_i4	0	KO_EUK
c110233_g4_i1	1	c110233_g4_i1	0	KO_EUK
c110234_g1_i1	1	c110234_g1_i1	1	KO_EUK
c110234_g2_i1	1	c110234_g2_i1	1	KO_EUK
c110235_g1_i6	1	c110235_g1_i6	0	KO_EUK
c110236_g1_i3	1	c110236_g1_i3	0	KO_EUK
c110237_g1_i5	1	c110237_g1_i5	0	KO_EUK
c110237_g2_i1	1	c110237_g2_i1	0	KO_EUK
c110237_g3_i1	1	c110237_g3_i1	0	KO_EUK
c110238_g1_i3	1	c110238_g1_i3	0	KO_EUK
c110239_g1_i1	1	c110239_g1_i1	0	KO_EUK
c11023_g1_i1	1	c11023_g1_i1	0	KO_EUK
c110240_g1_i3	1	c110240_g1_i3	0	KO_EUK
c110241_g1_i1	1	c110241_g1_i1	0	KO_EUK
c110242_g1_i2	1	c110242_g1_i2	0	KO_EUK
c110243_g1_i4	1	c110243_g1_i4	0	KO_EUK
c110243_g3_i3	1	c110243_g3_i3	0	KO_EUK
c110243_g5_i1	1	c110243_g5_i1	0	KO_EUK
c110244_g1_i1	1	c110244_g1_i1	0	KO_EUK
c110245_g1_i1	1	c110245_g1_i1	0	KO_EUK
c110245_g2_i1	1	c110245_g2_i1	0	KO_EUK
c110245_g3_i1	1	c110245_g3_i1	0	KO_EUK
c110246_g1_i1	1	c110246_g1_i1	0	KO_EUK
c110246_g2_i1	1	c110246_g2_i1	0	KO_EUK
c110247_g1_i1	1	c110247_g1_i1	0	KO_EUK
c110248_g1_i3	1	c110248_g1_i3	0	KO_EUK
c110249_g1_i1	1	c110249_g1_i1	0	KO_EUK
c110249_g2_i1	1	c110249_g2_i1	0	KO_EUK
c110249_g3_i1	1	c110249_g3_i1	0	KO_EUK
c110250_g1_i2	1	c110250_g1_i2	0	KO_EUK
c110251_g1_i3	1	c110251_g1_i3	0	KO_EUK
c110252_g1_i2	1	c110252_g1_i2	0	KO_EUK
c110253_g2_i1	1	c110253_g2_i1	0	KO_EUK
c110254_g1_i1	1	c110254_g1_i1	0	KO_EUK
c110255_g1_i1	1	c110255_g1_i1	0	KO_EUK
c110256_g1_i2	1	c110256_g1_i2	0	KO_EUK
c110257_g1_i3	1	c110257_g1_i3	0	KO_EUK
c110258_g1_i1	1	c110258_g1_i1	0	KO_EUK
c110259_g1_i1	1	c110259_g1_i1	0	KO_EUK
c11025_g1_i1	1	c11025_g1_i1	0	KO_EUK
c110260_g1_i1	1	c110260_g1_i1	0	KO_EUK
c110261_g1_i2	1	c110261_g1_i2	0	KO_EUK
c110261_g2_i3	1	c110261_g2_i3	0	KO_EUK
c110262_g1_i1	1	c110262_g1_i1	0	KO_EUK
c110263_g1_i2	1	c110263_g1_i2	0	KO_EUK
c110263_g2_i3	1	c110263_g2_i3	0	KO_EUK
c110263_g3_i1	1	c110263_g3_i1	0	KO_EUK
c110263_g4_i1	1	c110263_g4_i1	0	KO_EUK
c110264_g1_i1	1	c110264_g1_i1	0	KO_EUK
c110265_g1_i1	1	c110265_g1_i1	0	KO_EUK
c110265_g2_i1	1	c110265_g2_i1	0	KO_EUK
c110266_g2_i1	1	c110266_g2_i1	0	KO_EUK
c110267_g1_i1	1	c110267_g1_i1	0	KO_EUK
c110267_g2_i1	1	c110267_g2_i1	0	KO_EUK
c110268_g1_i1	1	c110268_g1_i1	0	KO_EUK
c110268_g2_i1	1	c110268_g2_i1	0	KO_EUK
c110268_g3_i1	1	c110268_g3_i1	0	KO_EUK
c110268_g4_i1	1	c110268_g4_i1	0	KO_EUK
c110269_g1_i1	1	c110269_g1_i1	0	KO_EUK
c110270_g1_i1	1	c110270_g1_i1	0	KO_EUK
c110270_g2_i1	1	c110270_g2_i1	0	KO_EUK
c110271_g1_i1	1	c110271_g1_i1	0	KO_EUK
c110272_g1_i1	1	c110272_g1_i1	0	KO_EUK
c110273_g1_i1	1	c110273_g1_i1	0	KO_EUK
c110274_g1_i2	1	c110274_g1_i2	0	KO_EUK
c110275_g2_i1	1	c110275_g2_i1	0	KO_EUK
c110276_g1_i1	1	c110276_g1_i1	0	KO_EUK
c110276_g2_i2	1	c110276_g2_i2	0	KO_EUK
c110277_g1_i6	1	c110277_g1_i6	0	KO_EUK
c110277_g2_i1	1	c110277_g2_i1	0	KO_EUK
c110278_g1_i1	1	c110278_g1_i1	0	KO_EUK
c110279_g1_i1	1	c110279_g1_i1	0	KO_EUK
c110279_g2_i1	1	c110279_g2_i1	0	KO_EUK
c110279_g3_i1	1	c110279_g3_i1	0	KO_EUK
c110279_g4_i1	1	c110279_g4_i1	0	KO_EUK
c110279_g5_i1	1	c110279_g5_i1	0	KO_EUK
c110279_g6_i1	1	c110279_g6_i1	0	KO_EUK
c110280_g1_i1	1	c110280_g1_i1	0	KO_EUK
c110281_g1_i1	1	c110281_g1_i1	0	KO_EUK
c110281_g2_i1	1	c110281_g2_i1	0	KO_EUK
c110282_g1_i3	1	c110282_g1_i3	0	KO_EUK
c110282_g2_i1	1	c110282_g2_i1	0	KO_EUK
c110283_g1_i13	1	c110283_g1_i13	0	KO_EUK
c110283_g2_i1	1	c110283_g2_i1	0	KO_EUK
c110284_g1_i1	1	c110284_g1_i1	0	KO_EUK
c110285_g1_i1	1	c110285_g1_i1	0	KO_EUK
c110286_g1_i1	1	c110286_g1_i1	0	KO_EUK
c110286_g2_i1	1	c110286_g2_i1	0	KO_EUK
c110287_g1_i3	1	c110287_g1_i3	0	KO_EUK
c110287_g2_i1	1	c110287_g2_i1	0	KO_EUK
c110287_g3_i1	1	c110287_g3_i1	0	KO_EUK
c110288_g1_i1	1	c110288_g1_i1	0	KO_EUK
c110288_g2_i2	1	c110288_g2_i2	0	KO_EUK
c110288_g3_i2	1	c110288_g3_i2	0	KO_EUK
c110288_g4_i1	1	c110288_g4_i1	0	KO_EUK
c110289_g1_i1	1	c110289_g1_i1	0	KO_EUK
c110289_g2_i1	1	c110289_g2_i1	1	KO_EUK
c110289_g3_i2	1	c110289_g3_i2	1	KO_EUK
c110289_g4_i1	1	c110289_g4_i1	0	KO_EUK
c110289_g6_i1	1	c110289_g6_i1	0	KO_EUK
c110290_g1_i1	1	c110290_g1_i1	0	KO_EUK
c110291_g1_i2	1	c110291_g1_i2	0	KO_EUK
c110292_g1_i1	1	c110292_g1_i1	0	KO_EUK
c110293_g1_i1	1	c110293_g1_i1	0	KO_EUK
c110294_g1_i1	1	c110294_g1_i1	1	KO_EUK
c110294_g2_i3	1	c110294_g2_i3	1	KO_EUK
c110295_g1_i2	1	c110295_g1_i2	0	KO_EUK
c110296_g1_i1	1	c110296_g1_i1	0	KO_EUK
c110297_g1_i1	1	c110297_g1_i1	0	KO_EUK
c110298_g2_i1	1	c110298_g2_i1	0	KO_EUK
c110299_g1_i1	1	c110299_g1_i1	0	KO_EUK
c1102_g1_i1	1	c1102_g1_i1	0	KO_EUK
c110300_g1_i2	1	c110300_g1_i2	0	KO_EUK
c110301_g1_i1	1	c110301_g1_i1	0	KO_EUK
c110302_g1_i1	1	c110302_g1_i1	0	KO_EUK
c110303_g1_i2	1	c110303_g1_i2	0	KO_EUK
c110304_g2_i2	1	c110304_g2_i2	0	KO_EUK
c110304_g3_i2	1	c110304_g3_i2	0	KO_EUK
c110304_g4_i1	1	c110304_g4_i1	0	KO_EUK
c110304_g5_i1	1	c110304_g5_i1	0	KO_EUK
c110304_g6_i2	1	c110304_g6_i2	0	KO_EUK
c110305_g1_i1	1	c110305_g1_i1	1	KO_EUK
c110306_g1_i1	1	c110306_g1_i1	0	KO_EUK
c110306_g3_i1	1	c110306_g3_i1	0	KO_EUK
c110306_g4_i2	1	c110306_g4_i2	0	KO_EUK
c110307_g1_i3	1	c110307_g1_i3	0	KO_EUK
c110307_g2_i1	1	c110307_g2_i1	0	KO_EUK
c110308_g1_i3	1	c110308_g1_i3	1	KO_EUK
c110309_g1_i1	1	c110309_g1_i1	0	KO_EUK
c110310_g2_i2	1	c110310_g2_i2	0	KO_EUK
c110311_g1_i2	1	c110311_g1_i2	0	KO_EUK
c110311_g2_i4	1	c110311_g2_i4	0	KO_EUK
c110312_g1_i1	1	c110312_g1_i1	1	KO_EUK
c110313_g1_i5	1	c110313_g1_i5	0	KO_EUK
c110313_g2_i1	1	c110313_g2_i1	0	KO_EUK
c110314_g1_i1	1	c110314_g1_i1	0	KO_EUK
c110315_g1_i5	1	c110315_g1_i5	0	KO_EUK
c110316_g1_i1	1	c110316_g1_i1	0	KO_EUK
c110317_g1_i1	1	c110317_g1_i1	0	KO_EUK
c110318_g2_i3	1	c110318_g2_i3	0	KO_EUK
c110319_g1_i1	1	c110319_g1_i1	0	KO_EUK
c110320_g1_i1	1	c110320_g1_i1	0	KO_EUK
c110320_g2_i1	1	c110320_g2_i1	0	KO_EUK
c110320_g3_i1	1	c110320_g3_i1	0	KO_EUK
c110320_g4_i1	1	c110320_g4_i1	0	KO_EUK
c110321_g2_i1	1	c110321_g2_i1	0	KO_EUK
c110323_g1_i1	1	c110323_g1_i1	0	KO_EUK
c110324_g1_i1	1	c110324_g1_i1	0	KO_EUK
c110325_g1_i1	1	c110325_g1_i1	0	KO_EUK
c110325_g2_i3	1	c110325_g2_i3	1	KO_EUK
c110325_g3_i1	1	c110325_g3_i1	0	KO_EUK
c110325_g4_i1	1	c110325_g4_i1	0	KO_EUK
c110326_g1_i1	1	c110326_g1_i1	0	KO_EUK
c110327_g1_i1	1	c110327_g1_i1	0	KO_EUK
c110327_g3_i6	1	c110327_g3_i6	0	KO_EUK
c110327_g4_i1	1	c110327_g4_i1	0	KO_EUK
c110328_g1_i2	1	c110328_g1_i2	0	KO_EUK
c110329_g1_i1	1	c110329_g1_i1	0	KO_EUK
c110329_g2_i1	1	c110329_g2_i1	0	KO_EUK
c110329_g3_i1	1	c110329_g3_i1	0	KO_EUK
c110329_g4_i1	1	c110329_g4_i1	0	KO_EUK
c110330_g1_i1	1	c110330_g1_i1	0	KO_EUK
c110331_g1_i3	1	c110331_g1_i3	0	KO_EUK
c110332_g1_i1	1	c110332_g1_i1	0	KO_EUK
c110333_g1_i1	1	c110333_g1_i1	0	KO_EUK
c110333_g2_i1	1	c110333_g2_i1	0	KO_EUK
c110333_g3_i1	1	c110333_g3_i1	0	KO_EUK
c110334_g1_i1	1	c110334_g1_i1	0	KO_EUK
c110335_g1_i1	1	c110335_g1_i1	0	KO_EUK
c110336_g1_i2	1	c110336_g1_i2	0	KO_EUK
c110337_g1_i1	1	c110337_g1_i1	0	KO_EUK
c110338_g1_i1	1	c110338_g1_i1	0	KO_EUK
c110339_g1_i1	1	c110339_g1_i1	0	KO_EUK
c110339_g2_i1	1	c110339_g2_i1	0	KO_EUK
c110340_g1_i1	1	c110340_g1_i1	0	KO_EUK
c110342_g1_i1	1	c110342_g1_i1	0	KO_EUK
c110342_g2_i1	1	c110342_g2_i1	0	KO_EUK
c110343_g1_i1	1	c110343_g1_i1	0	KO_EUK
c110344_g1_i1	1	c110344_g1_i1	0	KO_EUK
c110345_g2_i1	1	c110345_g2_i1	0	KO_EUK
c110346_g1_i1	1	c110346_g1_i1	0	KO_EUK
c110346_g2_i2	1	c110346_g2_i2	0	KO_EUK
c110347_g3_i3	1	c110347_g3_i3	0	KO_EUK
c110348_g1_i1	1	c110348_g1_i1	0	KO_EUK
c110348_g4_i1	1	c110348_g4_i1	0	KO_EUK
c110348_g5_i2	1	c110348_g5_i2	0	KO_EUK
c110349_g1_i1	1	c110349_g1_i1	0	KO_EUK
c110350_g1_i3	1	c110350_g1_i3	0	KO_EUK
c110350_g2_i3	1	c110350_g2_i3	0	KO_EUK
c110351_g1_i1	1	c110351_g1_i1	0	KO_EUK
c110352_g1_i1	1	c110352_g1_i1	0	KO_EUK
c110352_g2_i3	1	c110352_g2_i3	0	KO_EUK
c110354_g1_i1	1	c110354_g1_i1	0	KO_EUK
c110355_g1_i7	1	c110355_g1_i7	0	KO_EUK
c110356_g1_i1	1	c110356_g1_i1	0	KO_EUK
c110356_g2_i1	1	c110356_g2_i1	0	KO_EUK
c110356_g3_i1	1	c110356_g3_i1	0	KO_EUK
c110357_g1_i1	1	c110357_g1_i1	0	KO_EUK
c110358_g1_i1	1	c110358_g1_i1	0	KO_EUK
c110359_g1_i2	1	c110359_g1_i2	0	KO_EUK
c110359_g3_i2	1	c110359_g3_i2	0	KO_EUK
c110359_g4_i1	1	c110359_g4_i1	0	KO_EUK
c110359_g5_i1	1	c110359_g5_i1	0	KO_EUK
c11035_g1_i1	1	c11035_g1_i1	0	KO_EUK
c110360_g1_i1	1	c110360_g1_i1	0	KO_EUK
c110360_g2_i1	1	c110360_g2_i1	0	KO_EUK
c110360_g3_i1	1	c110360_g3_i1	0	KO_EUK
c110361_g1_i1	1	c110361_g1_i1	0	KO_EUK
c110362_g1_i1	1	c110362_g1_i1	0	KO_EUK
c110362_g3_i1	1	c110362_g3_i1	0	KO_EUK
c110363_g1_i2	1	c110363_g1_i2	0	KO_EUK
c110364_g1_i2	1	c110364_g1_i2	0	KO_EUK
c110365_g1_i1	1	c110365_g1_i1	0	KO_EUK
c110365_g2_i1	1	c110365_g2_i1	0	KO_EUK
c110366_g1_i2	1	c110366_g1_i2	0	KO_EUK
c110366_g2_i2	1	c110366_g2_i2	0	KO_EUK
c110366_g3_i1	1	c110366_g3_i1	0	KO_EUK
c110367_g1_i1	1	c110367_g1_i1	0	KO_EUK
c110367_g2_i2	1	c110367_g2_i2	0	KO_EUK
c110368_g1_i1	1	c110368_g1_i1	0	KO_EUK
c110369_g1_i1	1	c110369_g1_i1	0	KO_EUK
c110370_g1_i1	1	c110370_g1_i1	0	KO_EUK
c110370_g4_i1	1	c110370_g4_i1	0	KO_EUK
c110370_g6_i1	1	c110370_g6_i1	0	KO_EUK
c110370_g7_i1	1	c110370_g7_i1	0	KO_EUK
c110370_g8_i1	1	c110370_g8_i1	0	KO_EUK
c110371_g1_i4	1	c110371_g1_i4	0	KO_EUK
c110372_g1_i7	1	c110372_g1_i7	0	KO_EUK
c110372_g2_i2	1	c110372_g2_i2	0	KO_EUK
c110372_g3_i1	1	c110372_g3_i1	0	KO_EUK
c110372_g4_i1	1	c110372_g4_i1	0	KO_EUK
c110373_g1_i1	1	c110373_g1_i1	0	KO_EUK
c110374_g3_i1	1	c110374_g3_i1	0	KO_EUK
c110375_g1_i2	1	c110375_g1_i2	0	KO_EUK
c110375_g2_i2	1	c110375_g2_i2	0	KO_EUK
c110375_g3_i2	1	c110375_g3_i2	0	KO_EUK
c110375_g4_i1	1	c110375_g4_i1	0	KO_EUK
c110376_g1_i1	1	c110376_g1_i1	0	KO_EUK
c110377_g1_i1	1	c110377_g1_i1	0	KO_EUK
c110377_g2_i1	1	c110377_g2_i1	0	KO_EUK
c110377_g3_i2	1	c110377_g3_i2	0	KO_EUK
c110378_g1_i1	1	c110378_g1_i1	0	KO_EUK
c110379_g1_i3	1	c110379_g1_i3	0	KO_EUK
c110380_g1_i1	1	c110380_g1_i1	0	KO_EUK
c110381_g1_i1	1	c110381_g1_i1	0	KO_EUK
c110382_g1_i2	1	c110382_g1_i2	0	KO_EUK
c110383_g1_i2	1	c110383_g1_i2	0	KO_EUK
c110384_g1_i1	1	c110384_g1_i1	0	KO_EUK
c110385_g1_i1	1	c110385_g1_i1	1	KO_EUK
c110385_g2_i1	1	c110385_g2_i1	1	KO_EUK
c110386_g1_i1	1	c110386_g1_i1	0	KO_EUK
c110386_g2_i1	1	c110386_g2_i1	0	KO_EUK
c110387_g1_i1	1	c110387_g1_i1	0	KO_EUK
c110387_g2_i1	1	c110387_g2_i1	1	KO_EUK
c110388_g1_i1	1	c110388_g1_i1	0	KO_EUK
c110389_g1_i1	1	c110389_g1_i1	0	KO_EUK
c110390_g1_i1	1	c110390_g1_i1	0	KO_EUK
c110391_g1_i1	1	c110391_g1_i1	0	KO_EUK
c110392_g2_i3	1	c110392_g2_i3	0	KO_EUK
c110392_g3_i10	1	c110392_g3_i10	0	KO_EUK
c110392_g4_i1	1	c110392_g4_i1	0	KO_EUK
c110392_g5_i1	1	c110392_g5_i1	0	KO_EUK
c110392_g6_i1	1	c110392_g6_i1	0	KO_EUK
c110393_g1_i1	1	c110393_g1_i1	0	KO_EUK
c110393_g2_i1	1	c110393_g2_i1	0	KO_EUK
c110393_g3_i1	1	c110393_g3_i1	0	KO_EUK
c110394_g1_i1	1	c110394_g1_i1	0	KO_EUK
c110394_g2_i1	1	c110394_g2_i1	0	KO_EUK
c110395_g1_i1	1	c110395_g1_i1	0	KO_EUK
c110396_g1_i1	1	c110396_g1_i1	0	KO_EUK
c110397_g1_i1	1	c110397_g1_i1	0	KO_EUK
c110397_g3_i2	1	c110397_g3_i2	0	KO_EUK
c110397_g4_i1	1	c110397_g4_i1	0	KO_EUK
c110398_g1_i1	1	c110398_g1_i1	1	KO_EUK
c110399_g1_i2	1	c110399_g1_i2	0	KO_EUK
c110399_g2_i1	1	c110399_g2_i1	0	KO_EUK
c110400_g1_i3	1	c110400_g1_i3	0	KO_EUK
c110401_g1_i1	1	c110401_g1_i1	0	KO_EUK
c110402_g1_i1	1	c110402_g1_i1	0	KO_EUK
c110403_g1_i1	1	c110403_g1_i1	0	KO_EUK
c110403_g2_i1	1	c110403_g2_i1	0	KO_EUK
c110403_g3_i1	1	c110403_g3_i1	0	KO_EUK
c110403_g4_i1	1	c110403_g4_i1	0	KO_EUK
c110403_g5_i2	1	c110403_g5_i2	0	KO_EUK
c110403_g6_i1	1	c110403_g6_i1	0	KO_EUK
c110404_g1_i1	1	c110404_g1_i1	0	KO_EUK
c110405_g2_i1	1	c110405_g2_i1	0	KO_EUK
c110405_g3_i1	1	c110405_g3_i1	0	KO_EUK
c110405_g4_i1	1	c110405_g4_i1	0	KO_EUK
c110406_g1_i2	1	c110406_g1_i2	0	KO_EUK
c110406_g2_i1	1	c110406_g2_i1	0	KO_EUK
c110407_g1_i2	1	c110407_g1_i2	0	KO_EUK
c110408_g1_i1	1	c110408_g1_i1	1	KO_EUK
c110409_g1_i1	1	c110409_g1_i1	0	KO_EUK
c110409_g2_i2	1	c110409_g2_i2	0	KO_EUK
c110410_g1_i2	1	c110410_g1_i2	0	KO_EUK
c110411_g1_i1	1	c110411_g1_i1	0	KO_EUK
c110412_g1_i2	1	c110412_g1_i2	0	KO_EUK
c110413_g2_i1	1	c110413_g2_i1	0	KO_EUK
c110414_g1_i1	1	c110414_g1_i1	1	KO_EUK
c110415_g1_i1	1	c110415_g1_i1	1	KO_EUK
c110415_g2_i1	1	c110415_g2_i1	1	KO_EUK
c110415_g3_i1	1	c110415_g3_i1	1	KO_EUK
c110416_g1_i1	1	c110416_g1_i1	0	KO_EUK
c110417_g1_i1	1	c110417_g1_i1	0	KO_EUK
c110418_g1_i1	1	c110418_g1_i1	0	KO_EUK
c110418_g3_i1	1	c110418_g3_i1	0	KO_EUK
c110420_g1_i1	1	c110420_g1_i1	0	KO_EUK
c110421_g1_i1	1	c110421_g1_i1	0	KO_EUK
c110422_g1_i1	1	c110422_g1_i1	0	KO_EUK
c110423_g1_i1	1	c110423_g1_i1	0	KO_EUK
c110423_g2_i1	1	c110423_g2_i1	0	KO_EUK
c110423_g3_i1	1	c110423_g3_i1	0	KO_EUK
c110423_g4_i1	1	c110423_g4_i1	0	KO_EUK
c110424_g1_i1	1	c110424_g1_i1	0	KO_EUK
c110425_g1_i1	1	c110425_g1_i1	0	KO_EUK
c110426_g1_i1	1	c110426_g1_i1	0	KO_EUK
c110427_g1_i1	1	c110427_g1_i1	0	KO_EUK
c110428_g1_i2	1	c110428_g1_i2	0	KO_EUK
c110429_g1_i1	1	c110429_g1_i1	0	KO_EUK
c110430_g1_i1	1	c110430_g1_i1	0	KO_EUK
c110431_g1_i1	1	c110431_g1_i1	0	KO_EUK
c110431_g2_i1	1	c110431_g2_i1	0	KO_EUK
c110431_g3_i1	1	c110431_g3_i1	0	KO_EUK
c110431_g4_i1	1	c110431_g4_i1	0	KO_EUK
c110432_g1_i1	1	c110432_g1_i1	0	KO_EUK
c110433_g1_i1	1	c110433_g1_i1	0	KO_EUK
c110434_g1_i1	1	c110434_g1_i1	0	KO_EUK
c110435_g1_i1	1	c110435_g1_i1	1	KO_EUK
c110436_g1_i2	1	c110436_g1_i2	0	KO_EUK
c110437_g1_i2	1	c110437_g1_i2	0	KO_EUK
c110438_g1_i1	1	c110438_g1_i1	0	KO_EUK
c110439_g2_i1	1	c110439_g2_i1	0	KO_EUK
c110440_g1_i1	1	c110440_g1_i1	0	KO_EUK
c110440_g4_i1	1	c110440_g4_i1	0	KO_EUK
c110441_g1_i3	1	c110441_g1_i3	0	KO_EUK
c110442_g1_i1	1	c110442_g1_i1	0	KO_EUK
c110442_g2_i1	1	c110442_g2_i1	0	KO_EUK
c110442_g3_i1	1	c110442_g3_i1	0	KO_EUK
c110442_g4_i1	1	c110442_g4_i1	0	KO_EUK
c110442_g5_i1	1	c110442_g5_i1	0	KO_EUK
c110442_g7_i2	1	c110442_g7_i2	0	KO_EUK
c110443_g2_i1	1	c110443_g2_i1	0	KO_EUK
c110444_g2_i1	1	c110444_g2_i1	0	KO_EUK
c110445_g1_i1	1	c110445_g1_i1	0	KO_EUK
c110445_g2_i1	1	c110445_g2_i1	0	KO_EUK
c110445_g3_i1	1	c110445_g3_i1	0	KO_EUK
c110445_g4_i2	1	c110445_g4_i2	0	KO_EUK
c110446_g1_i2	1	c110446_g1_i2	0	KO_EUK
c110446_g2_i1	1	c110446_g2_i1	0	KO_EUK
c110447_g1_i1	1	c110447_g1_i1	0	KO_EUK
c110448_g1_i1	1	c110448_g1_i1	0	KO_EUK
c110449_g1_i1	1	c110449_g1_i1	0	KO_EUK
c110449_g2_i1	1	c110449_g2_i1	0	KO_EUK
c110449_g3_i1	1	c110449_g3_i1	0	KO_EUK
c110450_g1_i1	1	c110450_g1_i1	0	KO_EUK
c110451_g1_i2	1	c110451_g1_i2	0	KO_EUK
c110451_g3_i1	1	c110451_g3_i1	0	KO_EUK
c110452_g1_i5	1	c110452_g1_i5	0	KO_EUK
c110453_g1_i1	1	c110453_g1_i1	0	KO_EUK
c110454_g1_i1	1	c110454_g1_i1	0	KO_EUK
c110455_g1_i2	1	c110455_g1_i2	0	KO_EUK
c110456_g1_i1	1	c110456_g1_i1	0	KO_EUK
c110456_g2_i1	1	c110456_g2_i1	0	KO_EUK
c110456_g4_i2	1	c110456_g4_i2	0	KO_EUK
c110456_g5_i1	1	c110456_g5_i1	0	KO_EUK
c110456_g6_i1	1	c110456_g6_i1	0	KO_EUK
c110457_g1_i1	1	c110457_g1_i1	0	KO_EUK
c110458_g1_i3	1	c110458_g1_i3	1	KO_EUK
c110459_g1_i3	1	c110459_g1_i3	0	KO_EUK
c110460_g2_i1	1	c110460_g2_i1	0	KO_EUK
c110461_g1_i3	1	c110461_g1_i3	0	KO_EUK
c110462_g1_i2	1	c110462_g1_i2	0	KO_EUK
c110463_g1_i1	1	c110463_g1_i1	0	KO_EUK
c110465_g1_i3	1	c110465_g1_i3	0	KO_EUK
c110466_g1_i1	1	c110466_g1_i1	0	KO_EUK
c110466_g2_i1	1	c110466_g2_i1	0	KO_EUK
c110466_g3_i1	1	c110466_g3_i1	0	KO_EUK
c110466_g4_i1	1	c110466_g4_i1	0	KO_EUK
c110466_g5_i1	1	c110466_g5_i1	0	KO_EUK
c110467_g1_i1	1	c110467_g1_i1	0	KO_EUK
c110468_g1_i1	1	c110468_g1_i1	0	KO_EUK
c110468_g2_i1	1	c110468_g2_i1	0	KO_EUK
c110469_g1_i1	1	c110469_g1_i1	0	KO_EUK
c110470_g1_i1	1	c110470_g1_i1	0	KO_EUK
c110471_g1_i1	1	c110471_g1_i1	0	KO_EUK
c110472_g1_i1	1	c110472_g1_i1	0	KO_EUK
c110472_g2_i1	1	c110472_g2_i1	0	KO_EUK
c110473_g1_i4	1	c110473_g1_i4	0	KO_EUK
c110474_g2_i1	1	c110474_g2_i1	0	KO_EUK
c110474_g4_i1	1	c110474_g4_i1	0	KO_EUK
c110474_g5_i1	1	c110474_g5_i1	0	KO_EUK
c110475_g1_i3	1	c110475_g1_i3	0	KO_EUK
c110476_g1_i1	1	c110476_g1_i1	0	KO_EUK
c110477_g1_i1	1	c110477_g1_i1	0	KO_EUK
c110478_g1_i1	1	c110478_g1_i1	0	KO_EUK
c110478_g2_i1	1	c110478_g2_i1	0	KO_EUK
c110478_g3_i1	1	c110478_g3_i1	0	KO_EUK
c110479_g1_i1	1	c110479_g1_i1	0	KO_EUK
c110480_g1_i1	1	c110480_g1_i1	0	KO_EUK
c110481_g1_i1	1	c110481_g1_i1	0	KO_EUK
c110481_g4_i1	1	c110481_g4_i1	0	KO_EUK
